trial,seed,player_names,map,skills,scores,player_states,distances_from_target,distance_source_to_target,start,target,penalties,timeout_count,error_count,winner_list,total_time_sorted,landing_history,ending_history
1,5.52258E+18,['Group 7'],maps/g1/tournament.json,[10],[10],['F'],[582.4864138805546],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],[],"[('Group 7', 454.663289308548)]","{0: [(172.43817229785, 218.640538246423), (179.681989527635, 216.504592071065), (184.551348410136, 210.215201020421), (107.110030791028, 76.2786650430977), (68.6602412587165, 144.83507701219), (118.717969172604, 118.596778473081), (64.8087036564979, 152.861526461858), (115.421108293503, 123.398619763581), (75.5935393316433, 149.686762986584), (113.673976629332, 143.15081672006)]}","{0: [(179.681989527635, 216.504592071065), (184.551348410136, 210.215201020421), (185.314104975367, 206.124302858065), (99.2896233725936, 63.294101261601), (65.5973030473288, 152.989174587249), (124.030035785132, 115.157538861664), (58.8865704436345, 156.631925221877), (121.074562078489, 120.075289217751), (71.0454370569587, 152.647910363467), (117.936830586569, 142.201107355719)]}"
2,1.31163E+19,['Group 7'],maps/g1/tournament.json,[10],[10],['F'],[600.8724486617187],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[0],[0],[],"[('Group 7', 455.21675634384155)]","{0: [(100.0, 240.0), (176.911780083042, 221.707445531741), (114.192815551451, 192.193072479483), (66.1163922651294, 144.138956588176), (117.592070689129, 121.382524290954), (65.2090265224877, 159.497229768982), (141.851229623494, 225.394233689665), (174.399497700754, 213.289717710129), (176.829961511371, 211.460233565635), (109.165520828492, 181.799558041318)]}","{0: [(100.0, 240.0), (184.602958091346, 219.878190084915), (107.151801297462, 189.424560718939), (62.0128513618961, 139.6103961751), (123.149992621852, 119.559737102539), (59.4149299125513, 163.490979035627), (150.094859594588, 231.584559155069), (176.829961511371, 211.460233565635), (178.988306779686, 194.582473837615), (102.183242233372, 180.521266461688)]}"
3,2.59758E+18,['Group 7'],maps/g1/tournament.json,[10],[10],['F'],[579.0734327677832],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],[],"[('Group 7', 447.3870143890381)]","{0: [(170.539351596309, 231.346562653697), (177.59328675594, 230.481218919067), (82.2540546547157, 196.042399191036), (120.396441953928, 224.838382448018), (116.683826924747, 116.95951391563), (61.9095690407709, 154.291566031493), (124.833635540727, 220.79979855102), (110.814210331308, 120.961512760669), (67.2262725845467, 145.730461355226), (115.674512618088, 119.928726427609)]}","{0: [(177.59328675594, 230.481218919067), (184.961738990659, 219.751658118341), (71.9832862211213, 193.671473298306), (125.237757527208, 227.955073362989), (115.828433864501, 105.859957970894), (56.5176825583979, 159.134726837553), (131.66523083896, 226.966305722367), (108.729108280543, 110.361033464499), (63.0759890149471, 149.267404144298), (120.934364978402, 116.99485865594)]}"
4,2.04489E+18,['Group 7'],maps/g1/tournament.json,[10],[10],['F'],[520.0493631454927],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],[],"[('Group 7', 467.4812614917755)]","{0: [(165.006501852284, 229.011720620672), (171.507152037512, 227.912892682739), (102.873013061532, 191.254802522141), (114.810815806814, 112.172952126115), (73.0231629833601, 146.999899320824), (114.049343064891, 148.416856241094), (99.9645630430618, 167.371541193407), (187.101153244347, 231.069058234232), (196.001067319621, 237.246435056557), (194.85383085478, 234.91048366281)]}","{0: [(171.507152037512, 227.912892682739), (185.804549137668, 219.778871368183), (94.5798594539189, 188.402395637537), (116.833911442104, 104.550007774973), (68.6420881374857, 151.244888475409), (118.590068557631, 148.134053017662), (98.1020124916049, 169.295290010982), (196.001067319621, 237.246435056557), (194.85383085478, 234.91048366281), (190.835967712438, 225.845776168457)]}"
5,7.39974E+18,['Group 7'],maps/g1/tournament.json,[10],[10],['F'],[640.1203962661024],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],[],"[('Group 7', 475.39836525917053)]","{0: [(167.064284865819, 228.822932836724), (173.770713352401, 227.705226120396), (116.347497124031, 182.581032323211), (73.2413059837269, 148.634585606946), (123.158506155544, 120.490357705872), (75.5335253143625, 137.90172896191), (114.476026438832, 128.083249470736), (73.5708514185413, 150.38090807562), (120.947679715762, 120.309699485339), (66.5583359586121, 147.33973773086)]}","{0: [(173.770713352401, 227.705226120396), (185.32464113981, 219.434363175077), (109.449782722454, 178.895699238025), (69.6204583098541, 145.608474243838), (128.512310940113, 117.978546052076), (70.2356467517874, 139.894047252893), (118.900064407537, 126.90216969252), (69.0379301196417, 152.72878191393), (126.138654675374, 117.06779124248), (60.6003040869359, 150.366932379698)]}"
1,1.17562E+19,['Group 7'],maps/g1/tournament.json,[25],[6],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 7'],"[('Group 7', 44.22095823287964)]","{0: [(180.415076113289, 218.639415399433), (384.611237270543, 161.790992793932), (475.032332048245, 51.0819766712418), (680.835711305091, 107.703859726362), (697.71299301989, 119.070177946121), (699.40072119137, 120.206809768097)]}","{0: [(188.456583724618, 216.503356939376), (404.226702625135, 156.319756379387), (482.112894990557, 40.5581987004273), (680.835711305091, 107.703859726362), (699.40072119137, 120.206809768097), (699.9990929833477, 119.9974081707755)]}"
2,1.31979E+19,['Group 7'],maps/g1/tournament.json,[25],[6],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 7'],"[('Group 7', 41.13946557044983)]","{0: [(177.541789640648, 220.244822074963), (393.804635953314, 147.409094499228), (455.941914534831, 107.45223175785), (675.631985721314, 124.896403694202), (696.979620054147, 127.040389515251), (701.590529352001, 116.589376419616)]}","{0: [(185.295968604713, 218.269304282459), (393.804635953314, 147.409094499228), (462.155642392983, 103.456545483713), (696.979620054147, 127.040389515251), (701.590529352001, 116.589376419616), (699.9621252713636, 119.98181978117498)]}"
3,1.4189E+19,['Group 7'],maps/g1/tournament.json,[25],[8],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 7'],"[('Group 7', 39.585187911987305)]","{0: [(179.266066883464, 224.591808428532), (387.585285499588, 176.630768068577), (449.059935593823, 125.457029431089), (671.51152077387, 122.458890628171), (693.141932790932, 122.670814134254), (703.317590381365, 118.57943154979), (696.9503143886, 121.521562960752), (702.986331411382, 118.300720506411)]}","{0: [(187.19267357181, 223.050989271385), (387.585285499588, 176.630768068577), (455.207400603246, 120.339655567341), (693.141932790932, 122.670814134254), (703.317590381365, 118.57943154979), (696.9503143886, 121.521562960752), (702.986331411382, 118.300720506411), (699.9945982879979, 119.9904359751576)]}"
4,6.67376E+18,['Group 7'],maps/g1/tournament.json,[25],[6],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[0],[0],['Group 7'],"[('Group 7', 42.049683809280396)]","{0: [(180.839328658437, 217.047636351835), (385.79931646967, 160.499512017138), (403.345115159617, 155.66443823972), (465.790544777676, 93.4899705280304), (681.159099329744, 119.330714331553), (702.07150048877, 122.536533389023)]}","{0: [(188.923261524281, 214.752399987018), (403.345115159617, 155.66443823972), (403.345115159617, 155.66443823972), (472.035087739482, 87.2725237568615), (702.07150048877, 122.536533389023), (700.0273421068028, 119.97815351916262)]}"
5,1.6921E+19,['Group 7'],maps/g1/tournament.json,[25],[7],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[0],[0],['Group 7'],"[('Group 7', 40.217798709869385)]","{0: [(177.566093498041, 221.744233010018), (381.515554447733, 155.11827169962), (442.107738299299, 118.222599585916), (447.446558082034, 114.770972269551), (659.928633111578, 125.223219363926), (700.24855779408, 120.048927918527), (702.155729512034, 119.426976303044)]}","{0: [(185.322702847845, 219.918656311019), (388.719540471952, 152.738872749568), (447.446558082034, 114.770972269551), (447.446558082034, 114.770972269551), (681.176840614533, 126.268444073364), (702.155729512034, 119.426976303044), (699.9941383742268, 119.9769622508065)]}"
