trial,seed,player_names,map,skills,scores,player_states,distances_from_target,distance_source_to_target,start,target,penalties,timeout_count,error_count,winner_list,total_time_sorted,landing_history,ending_history
1,8.34494E+18,['Group 7'],maps/g4/n.json,[50],[6],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 43.37842798233032)]","{0: [(277.596764468242, 310.699354188227), (521.121906769689, 223.907418561235), (776.304918308851, 156.988412455133), (854.22607520388, 122.519324807359), (862.018190893383, 119.072416042581), (853.756815943078, 125.463223014175)]}","{0: [(295.567860592801, 294.704104060175), (543.677311387377, 216.827750011341), (776.304918308851, 156.988412455133), (862.018190893383, 119.072416042581), (853.756815943078, 125.463223014175), (856.4598342728303, 123.30893922830609)]}"
2,1.32789E+19,['Group 7'],maps/g4/n.json,[50],[6],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 41.9250385761261)]","{0: [(271.035026904278, 309.884184540163), (520.564190988306, 228.053511136044), (778.262379022977, 137.116986812072), (853.288673797686, 126.903385669075), (860.791303275156, 125.882025554775), (853.644066286113, 121.810758161584)]}","{0: [(288.34994927244, 293.807417447305), (543.785615159892, 221.478120504918), (778.262379022977, 137.116986812072), (860.791303275156, 125.882025554775), (853.644066286113, 121.810758161584), (856.431717361048, 123.34977662789544)]}"
3,5.32897E+18,['Group 7'],maps/g4/n.json,[50],[6],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 91.06064772605896)]","{0: [(267.46345113413, 312.727283653138), (443.854522841657, 111.807164164207), (588.244760323976, 256.155702523866), (806.35350030853, 155.746967181271), (855.931035031675, 123.838560999609), (858.836148010935, 121.814669039459)]}","{0: [(284.421215925278, 296.934826471576), (459.797853533295, 93.2943979334699), (601.089451003044, 272.441832982906), (826.879905239079, 144.077480601108), (858.836148010935, 121.814669039459), (856.4462270168536, 123.28807672010716)]}"
4,1.08666E+19,['Group 7'],maps/g4/n.json,[50],[5],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 48.614113092422485)]","{0: [(280.813690835624, 305.416053278056), (542.510432708216, 222.800642186116), (790.835667702217, 145.264870401868), (854.983907599542, 124.394499670882), (861.398731589275, 122.307462597783)]}","{0: [(299.106479596921, 288.892473058987), (566.850828019345, 216.191459098829), (790.835667702217, 145.264870401868), (861.398731589275, 122.307462597783), (856.4485095042332, 123.26320042572485)]}"
5,2.929E+18,['Group 7'],maps/g4/n.json,[50],[4],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 42.65662741661072)]","{0: [(272.966748484993, 314.62302729521), (522.919827952765, 229.059086103512), (777.300347770271, 150.513803784335), (852.630722617043, 124.582570540126)]}","{0: [(290.474843011226, 299.020144477856), (546.164326446919, 222.062980266078), (777.300347770271, 150.513803784335), (856.4444742074936, 123.2697497526468)]}"
1,1.27611E+19,['Group 7'],maps/g4/n.json,[100],[4],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 89.90220594406128)]","{0: [(304.681159263119, 267.121862733478), (576.746690060072, 264.353623789982), (844.691898603007, 129.089057012934), (868.972559505372, 115.386752731929)]}","{0: [(325.360694867165, 246.768863459951), (601.885289579362, 266.112099822985), (868.972559505372, 115.386752731929), (856.4725874752469, 123.33005798718676)]}"
2,2.9165E+18,['Group 7'],maps/g4/n.json,[100],[5],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 90.13234114646912)]","{0: [(303.265174906556, 267.469237362348), (575.69242340156, 263.133544075157), (847.956998167444, 129.228883537896), (854.888760596146, 123.999473835199), (853.111180402684, 124.831562038825)]}","{0: [(323.803112074946, 247.150975551708), (600.881354534222, 264.731800927502), (872.664562530766, 115.678591798936), (853.111180402684, 124.831562038825), (856.4495412324493, 123.28965025802331)]}"
3,1.1612E+19,['Group 7'],maps/g4/n.json,[100],[4],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 90.61779284477234)]","{0: [(306.994943799201, 265.096941912699), (576.714343374794, 263.866921606526), (843.620452787874, 132.941108271193), (867.822978874003, 119.655272227165)]}","{0: [(327.905857856855, 244.541450557094), (601.595191926588, 265.799468711469), (867.822978874003, 119.655272227165), (856.4703418482704, 123.34724050652382)]}"
4,1.31436E+19,['Group 7'],maps/g4/n.json,[100],[4],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 89.50021386146545)]","{0: [(312.156064497152, 254.453364462202), (577.056521140115, 259.594508675254), (843.352017341896, 133.548776071325), (867.546832656919, 120.676592877795)]}","{0: [(333.583090624602, 232.833515361547), (601.403864191666, 262.270608006625), (867.546832656919, 120.676592877795), (856.4600531598388, 123.31953434386214)]}"
5,8.13195E+18,['Group 7'],maps/g4/n.json,[100],[4],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 7'],"[('Group 7', 88.49145984649658)]","{0: [(305.875811480092, 263.664102902449), (574.673268122017, 264.428473309542), (845.277898123041, 128.124440389327), (869.858376564982, 114.279405640668)]}","{0: [(326.674812305835, 242.965327645819), (599.473113703635, 266.574787875914), (869.858376564982, 114.279405640668), (856.4838464300741, 123.34509014329691)]}"
1,2.01587E+17,['Group 7'],maps/g3/baseball.json,[10],[10],['F'],[293.7228580303127],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],[],"[('Group 7', 9.162542819976807)]","{0: [(400.062256167937, 201.701648487624), (401.114265599637, 284.842734788564), (403.291385880443, 373.103048057341), (401.707856624655, 425.788677948769), (398.93748479382, 473.105095526167), (400.926222318016, 502.943387624159), (400.062327125437, 532.215521130505), (400.804822465575, 556.908805328185), (401.565589049317, 582.021848992389), (399.761926425985, 604.280675881304)]}","{0: [(400.06848178473, 212.771813336386), (401.218843981127, 292.049826933782), (403.498640070374, 381.208370169696), (401.528778280084, 430.246708726676), (398.678355445193, 477.390934206116), (401.151009005298, 505.498632965963), (399.953458937451, 534.887209946959), (400.889958818387, 559.110964866307), (401.63315207241, 584.312937404997), (399.574803861343, 606.277449728934)]}"
2,4.7957E+18,['Group 7'],maps/g3/baseball.json,[10],[10],['F'],[294.2720452272856],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],[],"[('Group 7', 8.92885684967041)]","{0: [(401.019271034441, 190.975425272103), (403.081027025829, 282.410309370584), (400.372499572401, 354.269574841), (402.50686270089, 412.262850939569), (399.136019184095, 457.258327297598), (400.103052229322, 491.590090782515), (401.162098597121, 528.195989907318), (400.272966508786, 556.706399863005), (397.512257559767, 588.61927100802), (397.246004195563, 591.559025078781)]}","{0: [(401.121198137885, 200.972967799313), (403.277009914624, 290.554043527711), (400.082048538179, 360.641127972328), (402.749344117161, 417.425023236293), (398.774686690788, 461.241657703729), (400.235888783175, 494.624934090393), (401.254719578515, 531.553095489011), (400.174791201813, 559.221730300404), (397.246004195563, 591.559025078781), (401.015427162387, 605.729706715191)]}"
3,7.66198E+18,['Group 7'],maps/g3/baseball.json,[10],[10],['F'],[332.20619567031144],809,"[400.0, 91.0]","[400.0, 900.0]",[2],[0],[0],[],"[('Group 7', 8.087926864624023)]","{0: [(400.0, 91.0), (402.955877662805, 200.873820016613), (403.251465429086, 211.861202018274), (398.335215017356, 300.780633911583), (401.110274646417, 383.915505386923), (403.210678506195, 437.326660614705), (399.893778861684, 476.296280715462), (400.03233144917, 509.151225490402), (400.366232453292, 536.985557869691), (399.706622651955, 565.219530025855)]}","{0: [(400.0, 91.0), (403.251465429086, 211.861202018274), (403.251465429086, 211.861202018274), (397.843589976183, 309.672577100914), (401.43694311344, 391.339798215524), (403.38805204547, 441.925346854623), (399.544351543305, 479.733374101546), (400.081129439757, 512.093010629288), (400.394742754645, 539.474812593732), (399.637810641686, 567.794001769068)]}"
4,1.30562E+19,['Group 7'],maps/g3/baseball.json,[10],[10],['F'],[326.2420307660173],809,"[400.0, 91.0]","[400.0, 900.0]",[2],[0],[0],[],"[('Group 7', 8.150806188583374)]","{0: [(400.0, 91.0), (402.908444000467, 221.634907771791), (403.199288400514, 234.69839854897), (399.656828736673, 312.513523468392), (401.146879794952, 385.397741726359), (400.693479371651, 434.425302878191), (401.037047593695, 480.664343391395), (397.449688272651, 515.056203533795), (399.40166039873, 544.30514445791), (402.060501807703, 571.326282167188)]}","{0: [(400.0, 91.0), (403.199288400514, 234.69839854897), (403.199288400514, 234.69839854897), (399.302582770289, 320.295035960335), (401.331309497418, 391.908012302961), (400.629696359074, 438.677031935714), (401.077782717158, 484.863074536963), (397.086878828201, 518.075516433478), (399.633138555783, 546.928107260353), (402.303238132895, 573.766099657871)]}"
5,3.51356E+18,['Group 7'],maps/g3/baseball.json,[10],[10],['F'],[288.76722385280584],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],[],"[('Group 7', 9.359813451766968)]","{0: [(402.093564209606, 213.408185925016), (404.692187960275, 299.361209711232), (401.593746868212, 372.152680816622), (397.67011367398, 418.972168867903), (396.996575128805, 467.028248906553), (399.680413204999, 495.691380044408), (400.23379107445, 532.680088778592), (398.543608825019, 561.688791010162), (400.355724658049, 586.966213549498), (400.549879072497, 609.233765485832)]}","{0: [(402.302920630567, 225.649004517517), (404.931114693246, 306.732430230604), (401.260010085708, 378.694705875224), (397.311124032807, 422.999915167171), (396.965120238405, 471.431082280492), (399.951942501658, 498.1174098208), (400.261975931729, 536.136356674371), (398.371772114348, 564.244034443741), (400.554119912419, 589.238431460074), (400.549454988505, 611.233298888407)]}"
1,1.11305E+19,['Group 7'],maps/g3/baseball.json,[25],[8],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 1.8766179084777832)]","{0: [(395.672903854959, 234.230169016965), (402.814418246763, 351.295426806115), (400.107808616926, 446.442446510349), (400.741238524341, 533.854772950718), (400.072894782791, 601.776748177165), (394.913221301044, 809.934022691785), (401.511525988986, 899.971977917556), (402.221836205855, 906.968176025281)]}","{0: [(395.240194240455, 248.553185918661), (403.571840647394, 361.56965089486), (399.761405413879, 454.929726071898), (400.839221835387, 541.7472776386), (399.996262077531, 607.779695231021), (394.408423820295, 830.009996840304), (402.221836205855, 906.968176025281), (399.9567412510759, 900.0140903028592)]}"
2,8.85395E+18,['Group 7'],maps/g3/baseball.json,[25],[10],['F'],[3.3266213167416083],809,"[400.0, 91.0]","[400.0, 900.0]",[1],[0],[0],[],"[('Group 7', 3.3131818771362305)]","{0: [(401.0618878358, 250.166662988394), (402.813787323909, 377.151985860302), (399.868040661617, 474.745836901676), (399.557008888342, 483.394535440083), (401.114377050487, 554.17943228595), (399.997691142926, 619.540761586282), (405.992438016931, 842.587593096692), (398.030976741257, 904.28099987189), (397.234830613689, 910.45034054941), (401.02756252667, 895.493581346593)]}","{0: [(401.16807661938, 266.083329287233), (402.978358394362, 388.258851517609), (399.557008888342, 483.394535440083), (399.557008888342, 483.394535440083), (401.270113866701, 561.257921970537), (399.870448870548, 625.369045547856), (405.992438016931, 842.587593096692), (397.234830613689, 910.45034054941), (401.02756252667, 895.493581346593), (399.427602420311, 903.277006316101)]}"
3,2.22386E+18,['Group 7'],maps/g3/baseball.json,[25],[9],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[1],[0],[0],['Group 7'],"[('Group 7', 2.639601469039917)]","{0: [(400.203645068385, 236.051220978153), (400.224009575224, 250.556343075968), (398.534811505611, 364.067072167674), (402.430382932104, 472.042733962474), (401.600251761288, 548.319730715874), (401.299923174993, 612.023544905029), (397.776716740529, 824.792131385602), (400.302517019135, 894.318341546482), (400.563930744751, 900.749175844407)]}","{0: [(400.224009575224, 250.556343075968), (400.224009575224, 250.556343075968), (398.365891698649, 375.418145076845), (402.83683205545, 481.705192851037), (401.476593731872, 554.981184502358), (401.282256119305, 617.727780945297), (397.688379762968, 830.009998567233), (400.563930744751, 900.749175844407), (399.99400706155274, 900.0045871196264)]}"
4,7.82804E+18,['Group 7'],maps/g3/baseball.json,[25],[9],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 2.7706682682037354)]","{0: [(398.101384918078, 236.293306445647), (401.988138747905, 365.445517157982), (401.431582188542, 466.760675691469), (399.214033645187, 552.076978359732), (399.370768858166, 615.54090353654), (391.424665094409, 825.167039704345), (400.867004289096, 901.183841060065), (401.830185795778, 908.301225930539), (399.279314136505, 896.140905084039)]}","{0: [(397.911523409886, 250.822637090212), (402.395800281707, 376.907805164759), (401.335160379225, 475.74596274414), (399.001920971783, 559.710079921291), (399.407653646804, 621.123985898065), (391.235189222276, 830.009992355323), (401.830185795778, 908.301225930539), (399.279314136505, 896.140905084039), (400.01384051504283, 899.9973638449101)]}"
5,1.27049E+19,['Group 7'],maps/g3/baseball.json,[25],[10],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[1],[0],[0],['Group 7'],"[('Group 7', 4.038123607635498)]","{0: [(400.0, 91.0), (401.226305827254, 252.958221057877), (401.635100854157, 380.284651481218), (402.240831944182, 485.409739628138), (399.258400250522, 565.98994797115), (398.648857924081, 628.06884046703), (400.987728731717, 829.191414062645), (399.944623674388, 897.259363109968), (399.839321700035, 903.984299494307), (400.267064104736, 896.298172441138)]}","{0: [(400.0, 91.0), (401.348936409979, 269.154043163665), (401.663717298575, 391.397712312973), (402.298543408743, 494.810942359654), (398.9543859347, 573.107848532299), (398.618305123019, 633.564939660504), (400.997643417926, 830.009999266581), (399.839321700035, 903.984299494307), (400.267064104736, 896.298172441138), (399.990931693262, 899.9993234392737)]}"
1,1.81581E+19,['Group 7'],maps/g3/baseball.json,[50],[7],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 12.066782236099243)]","{0: [(401.67461762814, 331.12678140942), (402.530806371695, 512.342368386578), (401.417866022386, 633.131522059437), (400.82264353319, 887.089119722816), (400.007348340668, 903.650009416003), (399.925818821416, 905.306098385322), (400.271369195198, 896.771004868206)]}","{0: [(401.842079390955, 355.139459550362), (402.599679069769, 528.062659270199), (401.299684717647, 643.638408338361), (400.82264353319, 887.089119722816), (399.925818821416, 905.306098385322), (400.271369195198, 896.771004868206), (399.9930377119001, 899.9993997562128)]}"
2,8.25456E+18,['Group 7'],maps/g3/baseball.json,[50],[6],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 12.58573055267334)]","{0: [(397.129606083336, 329.551564943524), (398.880465619435, 512.265015412563), (399.752400379461, 641.456600696484), (399.286200089753, 896.829285682342), (400.129566689409, 901.125650786973), (400.219233497139, 899.114866203464)]}","{0: [(396.842566691669, 353.406721437877), (399.084255512211, 528.150844810031), (399.819214866186, 652.787176285129), (399.23289861211, 921.233496622064), (400.219233497139, 899.114866203464), (400.00253361256904, 900.0006198490449)]}"
3,1.83766E+19,['Group 7'],maps/g3/baseball.json,[50],[6],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 13.959910154342651)]","{0: [(399.935982104176, 333.795494436498), (399.529874342028, 523.614156847855), (400.57773115431, 644.862787372501), (401.834873535509, 891.493326335499), (401.949709499534, 915.10943303952), (399.131830204007, 895.811491917733)]}","{0: [(399.929580314594, 358.075043880148), (399.489903744772, 540.168068144625), (400.686513895263, 655.332259295289), (401.949709499534, 915.10943303952), (399.131830204007, 895.811491917733), (399.9863902495008, 900.002774889952)]}"
4,9.63462E+18,['Group 7'],maps/g3/baseball.json,[50],[6],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 11.880770683288574)]","{0: [(403.923265822747, 337.009827679384), (399.305087479482, 509.407506950862), (398.51763811636, 634.872385398806), (401.345368810196, 889.003694889194), (399.544199210128, 903.202402303102), (399.364082250121, 904.622273044492)]}","{0: [(404.315592405021, 361.610810447322), (398.804036986928, 524.187176601215), (398.488998229304, 645.940906278565), (401.345368810196, 889.003694889194), (399.364082250121, 904.622273044492), (399.9775274910773, 899.9970194815347)]}"
5,8.01983E+18,['Group 7'],maps/g3/baseball.json,[50],[10],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[2],[0],[0],['Group 7'],"[('Group 7', 12.560800313949585)]","{0: [(401.314224148583, 329.674833034809), (401.445646563442, 353.54231633829), (400.401661163457, 508.066161569627), (400.297262623458, 523.51854609276), (398.912526928281, 637.126294499102), (400.276031238356, 884.820113688548), (400.228528456249, 904.676577106231), (400.223778178038, 906.662223448), (399.653534712561, 896.644510639749), (400.475120965402, 903.266774275013)]}","{0: [(401.445646563442, 353.54231633829), (401.445646563442, 353.54231633829), (400.297262623458, 523.51854609276), (400.297262623458, 523.51854609276), (398.774053358763, 648.487069339736), (400.276031238356, 884.820113688548), (400.223778178038, 906.662223448), (399.653534712561, 896.644510639749), (400.475120965402, 903.266774275013), (399.9577664708115, 900.0067022157027)]}"
1,6.30309E+18,['Group 7'],maps/g3/baseball.json,[100],[5],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 0.4529101848602295)]","{0: [(397.849923477597, 379.380418331624), (401.142125962292, 627.668291490494), (398.659797536929, 889.841570755374), (400.56893933754, 903.286175950191), (400.759853517601, 904.630636469672)]}","{0: [(397.634915825356, 408.218460164786), (401.492846975986, 649.613274623065), (398.659797536929, 889.841570755374), (400.759853517601, 904.630636469672), (400.01555094687166, 899.9975017756879)]}"
2,6.55663E+18,['Group 7'],maps/g3/baseball.json,[100],[4],['S'],[0.0],809,"[400.0, 91.0]","[400.0, 900.0]",[0],[0],[0],['Group 7'],"[('Group 7', 0.43201231956481934)]","{0: [(399.150795200972, 384.142271107182), (399.249726519619, 642.360245806439), (404.288826695775, 890.935254691857), (404.790898195405, 913.503718104514)]}","{0: [(399.065874721069, 413.4564982179), (399.268111699475, 665.250620565293), (404.790898195405, 913.503718104514), (399.95815787319566, 900.0149911948495)]}"
