trial,seed,player_names,map,skills,scores,player_states,distances_from_target,distance_source_to_target,start,target,penalties,timeout_count,error_count,winner_list,total_time_sorted,landing_history,ending_history
1,2.90377E+18,['Group 9'],maps/g4/n.json,[10],[10],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[1],[0],[0],['Group 9'],"[('Group 9', 137.86883902549744)]","{0: [(97.8858032226563, 470.65185546875), (240.835089465498, 348.669382261903), (400.122421446827, 121.688003626927), (481.674086817311, 134.242120521679), (604.857396208519, 278.16594239264), (761.16945830782, 212.949389852459), (817.146203011859, 154.335471329031), (853.920273497728, 124.998831962073), (857.037913099275, 122.651307210612), (856.554274042842, 123.295811952489)]}","{0: [(97.8858032226563, 470.65185546875), (255.130018089782, 336.471134941218), (400.122421446827, 121.688003626927), (489.829253354359, 135.497532211155), (616.360210493935, 292.432783410788), (761.16945830782, 212.949389852459), (822.743877482263, 148.474079476688), (857.037913099275, 122.651307210612), (856.554274042842, 123.295811952489), (856.4563668905273, 123.29857872091166)]}"
2,6.62096E+18,['Group 9'],maps/g4/n.json,[10],[8],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[1],[0],[0],['Group 9'],"[('Group 9', 104.35125827789307)]","{0: [(97.8858032226563, 470.65185546875), (277.572237156318, 325.171625687147), (395.484341075831, 163.101929113642), (571.904890775121, 244.915559622256), (802.103701946171, 209.13568562522), (853.098384610122, 128.234987098637), (856.062290968453, 120.599281783817), (856.215377062899, 123.319081795154)]}","{0: [(97.8858032226563, 470.65185546875), (295.540880549684, 310.623602708986), (405.478687128446, 148.349761754108), (588.547511139788, 254.572139409071), (823.459321026809, 204.592040246835), (856.062290968453, 120.599281783817), (856.215377062899, 123.319081795154), (856.4567536476684, 123.31221240859819)]}"
3,1.22328E+19,['Group 9'],maps/g4/n.json,[10],[10],['F'],[5.583730536958425],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[3],[0],[0],[],"[('Group 9', 177.25547313690186)]","{0: [(97.8858032226563, 470.65185546875), (97.8858032226563, 470.65185546875), (254.417833914695, 337.232060869902), (403.449566787341, 134.175204702662), (513.903550782433, 153.863487908855), (568.007436826027, 230.510565770219), (573.417825430386, 238.175273556356), (748.876211249648, 192.608232305142), (809.062826241464, 132.490123299288), (847.687011234273, 124.60843790926)]}","{0: [(97.8858032226563, 470.65185546875), (97.8858032226563, 470.65185546875), (270.071036983898, 323.890081410018), (407.771187796771, 128.028219890428), (513.903550782433, 153.863487908855), (573.417825430386, 238.175273556356), (573.417825430386, 238.175273556356), (752.489676293627, 191.669805167847), (814.720141236248, 126.572155112432), (850.983698234075, 124.412066188943)]}"
4,1.23836E+19,['Group 9'],maps/g4/n.json,[10],[9],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[2],[0],[0],['Group 9'],"[('Group 9', 139.62660789489746)]","{0: [(242.430283296423, 357.039215119149), (256.8847313038, 345.677951084188), (365.151064502303, 188.311517166797), (375.977697822153, 172.574873775058), (565.220304449378, 246.229486065283), (763.742712638652, 232.719201863871), (831.090846028732, 147.725349232715), (854.364619658485, 124.707842081117), (856.01851568756, 123.256029892269)]}","{0: [(256.8847313038, 345.677951084188), (256.8847313038, 345.677951084188), (375.977697822153, 172.574873775058), (375.977697822153, 172.574873775058), (584.144565112101, 253.594947294305), (763.742712638652, 232.719201863871), (837.82565936774, 139.2259639696), (856.01851568756, 123.256029892269), (856.4536782635005, 123.32333216262687)]}"
5,1.82503E+19,['Group 9'],maps/g4/n.json,[10],[10],['F'],[21.165954799497257],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[4],[0],[0],[],"[('Group 9', 159.5815577507019)]","{0: [(97.8858032226563, 470.65185546875), (247.914060099941, 359.961974451555), (374.633985924329, 164.715777799987), (385.718225437684, 146.442261122858), (487.360096377137, 104.727160332094), (543.608561538684, 189.478678030504), (549.233408054839, 197.953829800345), (549.233408054839, 197.953829800345), (751.0705407482, 207.315280554396), (827.68820046729, 132.382415998785)]}","{0: [(97.8858032226563, 470.65185546875), (262.916885787669, 348.892986349836), (385.718225437684, 146.442261122858), (385.718225437684, 146.442261122858), (487.360096377137, 104.727160332094), (549.233408054839, 197.953829800345), (549.233408054839, 197.953829800345), (549.233408054839, 197.953829800345), (751.0705407482, 207.315280554396), (835.349966439199, 124.889129543224)]}"
1,1.83324E+19,['Group 9'],maps/g4/n.json,[25],[7],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 9'],"[('Group 9', 75.77860236167908)]","{0: [(262.870033302853, 316.972579490253), (425.191193670913, 130.428647073456), (587.891867346549, 259.924965779669), (789.405464948733, 165.163990625609), (864.763664528409, 120.803600905964), (872.299484486377, 116.367561934), (856.805085828532, 123.972593440861)]}","{0: [(279.368456310872, 301.604651892404), (439.773467406917, 113.311046591562), (602.703707340512, 274.58635769848), (789.405464948733, 165.163990625609), (872.299484486377, 116.367561934), (856.805085828532, 123.972593440861), (856.4355725687033, 123.31662234829724)]}"
2,8.0499E+18,['Group 9'],maps/g4/n.json,[25],[9],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[2],[0],[0],['Group 9'],"[('Group 9', 75.11506509780884)]","{0: [(246.352496577702, 316.57488852833), (261.199165913207, 301.167191834288), (418.258558523369, 140.415164020856), (433.964497784386, 124.339961239513), (583.580266857536, 264.553220309325), (794.659300181403, 187.092106562282), (852.691482716192, 126.357278902148), (856.533526405506, 121.198620532675), (856.437071049778, 123.246596258125)]}","{0: [(261.199165913207, 301.167191834288), (261.199165913207, 301.167191834288), (433.964497784386, 124.339961239513), (433.964497784386, 124.339961239513), (598.541843764851, 278.574546216307), (814.271045823059, 177.943862596879), (856.533526405506, 121.198620532675), (856.437071049778, 123.246596258125), (856.4572915482069, 123.30454837797302)]}"
3,9.19317E+18,['Group 9'],maps/g4/n.json,[25],[7],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[1],[0],[0],['Group 9'],"[('Group 9', 76.25358438491821)]","{0: [(261.770513367192, 330.93606902449), (278.158984381646, 316.964490380064), (411.975762097667, 143.33734148073), (599.583986431825, 277.78908030172), (810.78135656068, 174.520358539989), (854.002725392924, 126.581936839612), (856.387115121422, 122.972596340903)]}","{0: [(278.158984381646, 316.964490380064), (278.158984381646, 316.964490380064), (425.357439869269, 125.974626590796), (617.006641088081, 292.970525672812), (830.15882810794, 162.675341826707), (856.387115121422, 122.972596340903), (856.4611177182263, 123.30378737070357)]}"
4,1.3174E+19,['Group 9'],maps/g4/n.json,[25],[6],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[0],[0],['Group 9'],"[('Group 9', 74.2680561542511)]","{0: [(260.583054577299, 325.014100526773), (409.351445988369, 136.05518080591), (583.987246343519, 251.653854017376), (803.22984891222, 176.732212678855), (852.99485482482, 125.695423719906), (855.940315324121, 121.473999425031)]}","{0: [(276.852779712764, 310.450325032575), (422.601312615929, 118.615666383243), (600.125839716278, 264.95767278079), (823.540249831815, 167.909666668661), (855.940315324121, 121.473999425031), (856.4713502649361, 123.30050452256566)]}"
5,1.38581E+19,['Group 9'],maps/g4/n.json,[25],[8],['S'],[0.0],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[2],[0],[0],['Group 9'],"[('Group 9', 75.99308800697327)]","{0: [(256.778752683124, 322.722513457725), (415.822667150712, 144.352352273054), (430.138129102866, 127.994629574697), (430.138129102866, 127.994629574697), (592.254542918973, 274.899188337171), (811.850963964151, 173.464930183072), (855.728814298292, 125.599194542682), (858.082751535071, 121.973868118946)]}","{0: [(272.668047629171, 307.929579256622), (430.138129102866, 127.994629574697), (430.138129102866, 127.994629574697), (430.138129102866, 127.994629574697), (608.466184300584, 289.589644213418), (832.189441930507, 161.852458780037), (858.082751535071, 121.973868118946), (856.4421628232308, 123.28684126341024)]}"
