trial,seed,player_names,map,skills,scores,player_states,distances_from_target,distance_source_to_target,start,target,penalties,timeout_count,error_count,winner_list,total_time_sorted,landing_history,ending_history
1,1.45425E+19,['Group 4'],maps/g1/tournament.json,[10],[10],['F'],[577.8950248764158],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.8404462337494)]","{0: [(138.662433013869, 201.902968823768), (125.255876371417, 163.952688459784)]}","{0: [(142.528676315256, 198.093265706145), (123.528596377034, 160.538630735148)]}"
2,4.62605E+18,['Group 4'],maps/g1/tournament.json,[10],[10],['F'],[578.5974080197818],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.4478414058685)]","{0: [(125.893784780532, 218.837633131975), (123.433455654517, 166.968470824739)]}","{0: [(128.483163258585, 216.721396445172), (122.92848489411, 161.993178262695)]}"
3,1.63941E+18,['Group 4'],maps/g1/tournament.json,[10],[10],['F'],[576.9677603185511],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.4914155006409)]","{0: [(129.919130645312, 211.435525452091), (124.591133265153, 154.373459349519)]}","{0: [(132.911043709843, 208.5790779973), (123.759142220683, 148.952897484741)]}"
4,1.43593E+19,['Group 4'],maps/g1/tournament.json,[10],[10],['F'],[576.6151091408171],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.9790108203888)]","{0: [(132.076601472982, 204.992418574125), (125.425508908364, 159.099622100316)]}","{0: [(135.28426162028, 201.491660431538), (124.439633637172, 154.860418267194)]}"
5,1.17444E+19,['Group 4'],maps/g1/tournament.json,[10],[10],['F'],[570.6514403449935],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.749519109726)]","{0: [(124.845279324429, 215.461676712613), (129.925060836415, 156.526310069051)]}","{0: [(127.329807256872, 213.007844383874), (130.18458619437, 150.878156637569)]}"
1,1.80675E+19,['Group 4'],maps/g1/tournament.json,[25],[10],['F'],[523.4953183482717],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[1],[0],[],"[('Group 4', 600.9040372371674)]","{0: [(100.0, 240.0), (178.661754867853, 223.590817810231)]}","{0: [(100.0, 240.0), (186.527930354638, 221.949899591254)]}"
2,1.81981E+19,['Group 4'],maps/g1/tournament.json,[25],[10],['F'],[521.6794857521579],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.5116837024689)]","{0: [(180.262508926444, 223.176634548308)]}","{0: [(188.288759819089, 221.494298003139)]}"
3,1.64407E+19,['Group 4'],maps/g1/tournament.json,[25],[10],['F'],[525.3925856358356],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.0744116306305)]","{0: [(177.057288004596, 224.365317411844)]}","{0: [(184.763016805056, 222.801849153028)]}"
4,1.64768E+18,['Group 4'],maps/g1/tournament.json,[25],[10],['F'],[523.1505215897794],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.4152083396912)]","{0: [(178.535619898497, 221.31860806306)]}","{0: [(186.389181888347, 219.450468869366)]}"
5,9.72478E+18,['Group 4'],maps/g1/tournament.json,[25],[10],['F'],[522.5236950477328],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[1],[0],[],"[('Group 4', 600.601865530014)]","{0: [(178.999226227052, 220.713876601445)]}","{0: [(186.899148849757, 218.78526426159)]}"
1,8.5385E+17,['Group 4'],maps/g1/tournament.json,[50],[6],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 4'],"[('Group 4', 468.5554633140564)]","{0: [(188.223818197542, 245.594746393192), (428.24067904144, 245.68941637962), (457.215616260227, 134.853278260411), (688.111537177509, 119.562593123806), (711.129073106432, 119.141448330295), (700.234284337189, 119.976298786366)]}","{0: [(197.046200017296, 246.154221032511), (450.009999979791, 245.645650275407), (457.936177888271, 123.774041058911), (711.129073106432, 119.141448330295), (700.234284337189, 119.976298786366), (699.9998954479067, 119.99891652060474)]}"
2,8.8892E+18,['Group 4'],maps/g1/tournament.json,[50],[5],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 4'],"[('Group 4', 523.5518729686737)]","{0: [(186.600324684569, 245.857416686124), (416.103235477806, 246.246912094274), (663.46720328008, 141.299969495308), (685.99517127706, 130.807237698016), (700.043708463226, 119.885473418763)]}","{0: [(195.260357153026, 246.443158354737), (438.187523310284, 246.227287468228), (685.99517127706, 130.807237698016), (700.043708463226, 119.885473418763), (699.9998946131506, 119.99995966848742)]}"
3,2.66093E+18,['Group 4'],maps/g1/tournament.json,[50],[5],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 4'],"[('Group 4', 531.1636567115784)]","{0: [(187.270723278253, 245.646446383309), (419.971648274803, 244.417564648826), (665.674184327349, 133.852862557347), (688.004699405916, 122.814327611928), (700.129799355205, 119.846191280874)]}","{0: [(195.997795606078, 246.21109102164), (442.369033541675, 244.238212011545), (688.004699405916, 122.814327611928), (700.129799355205, 119.846191280874), (699.9989396913388, 119.99909254093164)]}"
4,1.4619E+19,['Group 4'],maps/g1/tournament.json,[50],[5],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 4'],"[('Group 4', 534.5468926429749)]","{0: [(185.682495451819, 247.004261246114), (425.601673242054, 248.302845571174), (664.863781555779, 141.640686093924), (686.476483104701, 130.968488564195), (700.295869371703, 119.5466162198)]}","{0: [(194.250744997001, 247.704687370725), (448.736766066559, 248.362661391219), (686.476483104701, 130.968488564195), (700.295869371703, 119.5466162198), (699.9953495235612, 119.9968962414364)]}"
5,3.95926E+18,['Group 4'],maps/g1/tournament.json,[50],[7],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[0],[0],['Group 4'],"[('Group 4', 472.546537399292)]","{0: [(188.611607741371, 243.828257570169), (197.472768515508, 244.211083327186), (427.278970762298, 244.903047428043), (458.851857072413, 126.017516156479), (692.208985184099, 122.230724258706), (715.45627942409, 123.041584830368), (699.771052783791, 120.142670447958)]}","{0: [(197.472768515508, 244.211083327186), (197.472768515508, 244.211083327186), (450.009999954667, 244.971492300387), (459.736042784187, 114.122118542088), (715.45627942409, 123.041584830368), (699.771052783791, 120.142670447958), (700.0015575227999, 120.0025624256236)]}"
