trial,seed,player_names,map,skills,scores,player_states,distances_from_target,distance_source_to_target,start,target,penalties,timeout_count,error_count,winner_list,total_time_sorted,landing_history,ending_history
1,5.72245E+18,['Group 6'],maps/g1/tournament.json,[10],[10],['F'],[523.641227755919],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],[],"[('Group 6', 254.33508825302124)]","{0: [(117.577931789995, 191.391099862422), (82.1946589309092, 163.923076303706), (117.469131041932, 142.441104634148), (189.267566054335, 236.80378613093), (109.375473922445, 210.321274652743), (130.35967199381, 225.828244458574), (119.769743066186, 117.215618828737), (82.0663265981244, 122.790160709811), (151.743129953436, 238.270861443849), (184.290150357212, 226.427910057997)]}","{0: [(119.335724968994, 186.530209848664), (78.4805523271007, 161.66236294921), (121.367988913415, 140.518978802642), (196.057523768427, 246.432266863759), (100.707268937847, 206.710175431641), (133.324912299406, 227.740051361267), (118.414226142863, 106.163175575484), (78.4315366436505, 124.452859223244), (159.074289284415, 249.652661665909), (186.811736464492, 224.105434897205)]}"
2,1.50994E+19,['Group 6'],maps/g1/tournament.json,[10],[10],['F'],[537.2734670160762],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[0],[0],[],"[('Group 6', 268.738716840744)]","{0: [(118.297971848921, 191.621031357448), (85.8338584494262, 163.292970288989), (110.340620192508, 144.302572118163), (113.13423547266, 142.638433943122), (187.168825484648, 238.859616743862), (99.2818961189982, 211.738517949772), (124.033642690993, 186.831732823608), (92.2289430080783, 159.669358680606), (68.4577064249615, 140.588147232484), (164.205628743239, 221.177276828676)]}","{0: [(120.127769033813, 186.783134493193), (82.4044673909875, 160.943953868569), (113.13423547266, 142.638433943122), (113.13423547266, 142.638433943122), (194.572284485847, 248.481735023936), (89.7528572823133, 208.064196242356), (127.461721231861, 184.708486481734), (88.7056651857001, 157.165445900493), (66.4329105488877, 138.930417365683), (173.982900562674, 229.401962774975)]}"
3,1.77941E+19,['Group 6'],maps/g1/tournament.json,[10],[10],['F'],[581.6588905915818],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[0],[0],[],"[('Group 6', 252.6346960067749)]","{0: [(122.88546467968, 189.812234784548), (77.3695197033173, 159.727997150443), (105.050362728872, 152.007279971149), (79.2695290799167, 158.173971313159), (119.190827203667, 143.278537852172), (186.808488407033, 222.154706767529), (193.142014583266, 230.197966102123), (193.142014583266, 230.197966102123), (190.163770429745, 221.815525308843), (127.418279725672, 184.335478176787)]}","{0: [(125.174011147649, 184.793458263003), (72.5890705588841, 157.221451039188), (108.296491945871, 151.485862864345), (76.3668327933212, 158.84278215804), (123.473226644701, 141.722113421585), (193.142014583266, 230.197966102123), (193.142014583266, 230.197966102123), (190.163770429745, 221.815525308843), (184.851228729306, 205.818743679183), (121.674984825309, 182.187151626547)]}"
4,1.57863E+19,['Group 6'],maps/g1/tournament.json,[10],[10],['F'],[589.500070112428],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[3],[0],[0],[],"[('Group 6', 193.82786345481873)]","{0: [(120.712486539712, 188.463181542458), (65.350847001247, 153.648233535383), (126.528416538122, 229.201127697802), (119.839344279599, 133.67525851575), (118.501228470186, 123.337481389759), (118.501228470186, 123.337481389759), (118.501228470186, 123.337481389759), (176.717124202132, 214.619403567018), (182.538713775327, 223.747595784744), (119.54559484391, 176.841091856637)]}","{0: [(122.783735193683, 183.309499696704), (59.6075581820034, 150.682106919251), (133.220502373734, 237.053029775657), (118.501228470186, 123.337481389759), (118.501228470186, 123.337481389759), (118.501228470186, 123.337481389759), (118.501228470186, 123.337481389759), (182.538713775327, 223.747595784744), (185.166394518768, 204.698696149561), (112.983514876424, 174.055331427344)]}"
5,6.38316E+18,['Group 6'],maps/g1/tournament.json,[10],[10],['F'],[539.220043389717],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],[],"[('Group 6', 314.7158908843994)]","{0: [(119.587530442187, 194.616762639648), (86.8358215572846, 160.640501487459), (114.109393304171, 142.761814291076), (181.085965759059, 229.20504564087), (187.47617682515, 237.998717710397), (189.191836755136, 225.892280048318), (190.3122073732, 220.35224073192), (105.972937870462, 172.416235596401), (63.8168499858606, 135.588809023492), (159.77455377078, 209.967976254708)]}","{0: [(121.546283486406, 190.078438903612), (83.3647753643724, 157.696707745844), (117.183855098151, 141.268324945599), (187.47617682515, 237.998717710397), (189.191836755136, 225.892280048318), (190.3122073732, 220.35224073192), (185.754150652646, 207.121882257995), (97.9948165922439, 168.945670930241), (60.3990533252222, 132.253122832817), (169.712103815336, 217.739461596897)]}"
1,1.19371E+18,['Group 6'],maps/g1/tournament.json,[25],[10],['F'],[2.1817982424998204],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[6],[0],[0],[],"[('Group 6', 27.05129909515381)]","{0: [(186.547562942551, 241.905403870031), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (403.977319593475, 240.605991703688), (645.114933032049, 244.029319005459), (698.384046393219, 132.740978522278)]}","{0: [(195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (195.202319236806, 242.095944257034), (424.854819629142, 240.456996448354), (667.140944372339, 244.38655126117), (701.508356595307, 121.576421248388)]}"
2,1.30741E+19,['Group 6'],maps/g1/tournament.json,[25],[5],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 6'],"[('Group 6', 26.692654848098755)]","{0: [(183.716599668076, 240.868252640045), (399.288842298781, 245.153424153212), (636.85722486583, 247.014103501346), (695.72904513616, 131.347064722199), (699.447743920186, 119.765952397052)]}","{0: [(192.088259634883, 240.95507790405), (420.008900565171, 245.573258778128), (658.542057295896, 247.158187973668), (699.447743920186, 119.765952397052), (699.9956894997812, 120.00969040314482)]}"
3,1.23531E+19,['Group 6'],maps/g1/tournament.json,[25],[6],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[1],[0],[0],['Group 6'],"[('Group 6', 26.945733547210693)]","{0: [(186.071233076701, 240.634750745519), (194.678356384371, 240.698225820071), (417.867066861812, 243.54715264358), (664.884204924637, 241.633174648036), (698.996096471957, 132.01400388225), (700.160302956538, 121.07407551245)]}","{0: [(194.678356384371, 240.698225820071), (194.678356384371, 240.698225820071), (440.185937909556, 243.832045325931), (687.354031626145, 241.413287580247), (700.160302956538, 121.07407551245), (699.9980706438583, 120.00029149615202)]}"
4,6.75421E+18,['Group 6'],maps/g1/tournament.json,[25],[6],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 6'],"[('Group 6', 27.553311824798584)]","{0: [(183.751622379456, 238.782591265792), (425.426508860897, 246.402546903106), (655.396262497289, 191.807142763523), (701.963125070422, 119.915478097251), (704.553413515615, 113.28000736853), (700.323017753641, 119.710137491015)]}","{0: [(192.126784617401, 238.660850392371), (448.756481285246, 247.17671655418), (676.060240618493, 186.270185384458), (704.553413515615, 113.28000736853), (700.323017753641, 119.710137491015), (699.992695621842, 119.99142222277942)]}"
5,1.46935E+19,['Group 6'],maps/g1/tournament.json,[25],[5],['S'],[0.0],611.8823416,"[100.0, 240.0]","[700.0, 120.0]",[0],[0],[0],['Group 6'],"[('Group 6', 57.037980794906616)]","{0: [(181.500375406222, 238.965727352692), (402.713673236735, 204.151411472841), (456.921927791663, 101.696262660668), (674.30993982114, 115.472971182232), (695.506658478538, 117.87519352251)]}","{0: [(189.650412946845, 238.862300087961), (402.713673236735, 204.151411472841), (462.342753247156, 91.4507477794504), (695.506658478538, 117.87519352251), (700.0183934280458, 119.96019852613726)]}"
