trial,seed,player_names,map,skills,scores,player_states,distances_from_target,distance_source_to_target,start,target,penalties,timeout_count,error_count,winner_list,total_time_sorted,landing_history,ending_history
1,7.56309E+18,['Group 8'],maps/g4/n.json,[10],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0405521392822)]",{0: []},{0: []}
2,3.39266E+18,['Group 8'],maps/g4/n.json,[10],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.1849684715271)]",{0: []},{0: []}
3,6.92711E+18,['Group 8'],maps/g4/n.json,[10],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0385427474976)]",{0: []},{0: []}
4,3.06936E+18,['Group 8'],maps/g4/n.json,[10],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0374939441681)]",{0: []},{0: []}
5,6.80984E+18,['Group 8'],maps/g4/n.json,[10],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.035041809082)]",{0: []},{0: []}
1,1.97855E+18,['Group 8'],maps/g4/n.json,[25],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0373499393463)]",{0: []},{0: []}
2,1.27273E+19,['Group 8'],maps/g4/n.json,[25],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0357019901276)]",{0: []},{0: []}
3,1.02054E+17,['Group 8'],maps/g4/n.json,[25],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.035614490509)]",{0: []},{0: []}
4,9.41786E+18,['Group 8'],maps/g4/n.json,[25],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0421607494354)]",{0: []},{0: []}
5,1.0355E+19,['Group 8'],maps/g4/n.json,[25],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0369651317596)]",{0: []},{0: []}
1,5.80381E+17,['Group 8'],maps/g4/n.json,[50],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0464749336243)]",{0: []},{0: []}
2,1.38887E+19,['Group 8'],maps/g4/n.json,[50],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0470521450043)]",{0: []},{0: []}
3,4.55013E+18,['Group 8'],maps/g4/n.json,[50],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0483372211456)]",{0: []},{0: []}
4,1.24063E+19,['Group 8'],maps/g4/n.json,[50],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.04629945755)]",{0: []},{0: []}
5,1.71547E+19,['Group 8'],maps/g4/n.json,[50],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0451650619507)]",{0: []},{0: []}
1,1.77279E+19,['Group 8'],maps/g4/n.json,[100],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0492949485779)]",{0: []},{0: []}
2,2.56476E+18,['Group 8'],maps/g4/n.json,[100],[10],['F'],[834.313812359179],834.3138124,"[97.8858032226563, 470.65185546875]","[856.45654296875, 123.304809570312]",[0],[1],[0],[],"[('Group 8', 600.0512230396271)]",{0: []},{0: []}
